Variable,FOUND,OCC10,OCCINDV,OCCSTATUS,OCCTAG,PRESTG10,PRESTG105PLUS,INDUS10,INDSTATUS,INDTAG,SPOCC10,SPOCCINDV,SPOCCSTATUS,SPOCCTAG,SPPRES10,SPPRES105PLUS,SPIND10,SPINDSTATUS,SPINDTAG,PAOCC10,PAOCCINDV,PAOCCSTATUS,PAOCCTAG,PAPRES10,PAPRES105PLUS,PAIND10,PAINDSTATUS,PAINDTAG,MAOCC10,MAOCCINDV,MAOCCSTATUS,MAOCCTAG,MAPRES10,MAPRES105PLUS,MAIND10,MAINDSTATUS,MAINDTAG,SEI10,SPSEI10,PASEI10,MASEI10,SEI10EDUC,SPSEI10EDUC,PASEI10EDUC,MASEI10EDUC,SEI10INC,SPSEI10INC,PASEI10INC,MASEI10INC,FAMILY16,FORM,FORMWT,ID,MARITAL,OVERSAMP,RACE,REG16,REGION,SAMPCODE,SAMPLE,SATFRND,SEX,SIZE,SRCBELT,WRKSTAT,WTSS,WTSSALL,WTSSNR,XNORCSIZ,YEAR,DEGREE,RELIG,SATCITY,SIBS,TICKET,ADULTS,BABIES,HOMPOP,PRETEEN,RELIG16,SATHEALT,SOCREL,TEENS,UNEMP,ATTEND,BURGLR,EDUC,ETHNUM,MEMNUM,RES16,VETYEARS,COOP,GOVAID,HAPPY,HEALTH,SATFAM,COMPREND,OWNGUN,PISTOL,RIFLE,SATHOBBY,SHOTGUN,AGE,COHORT,PHONE,SATFIN,SOCFREND,CHILDS,ARREST,SOCOMMUN,CLASS,MEMCHURH,FINALTER,POVLINE,ANOMIA1,FINRELA,INCOM16,ROBBRY,FEAR,ANOMIA8,GETAHEAD,VOTE72,ANOMIA2,EARNRS,PILL,ANOMIA4,CHLDMORE,FUND16,MEMUNION,RELITEN,CONTV,MEMPOLIT,MEMSPORT,MEMVET,MEMYOUTH,ANOMIA9,CONPRESS,FUND,MEMFARM,MEMFRAT,MEMGREEK,MEMHOBBY,MEMNAT,MEMPROF,MEMSCHL,SOCBAR,SPKATH,MEMLIT,MEMSERV,PARTYID,CONEDUC,CONMEDIC,XMARSEX,GUNLAW,JOBHOUR,JOBINC,JOBMEANS,JOBPROMO,JOBSEC,ABHLTH,MEMOTHER,CONCLERG,CONFED,FEWORK,WORDSUM,LIBATH,ANOMIA3,ANOMIA6,ANOMIA7,CHLDIDEL,CONARMY,LIFE,ABDEFECT,CONLABOR,SPKCOM,COMMUN,MOBILE16,ANOMIA5,CONLEGIS,TEENPILL,FEPRES,WORDD,FEHOME,SEXEDUC,CONBUS,COLATH,PREMARSX,SPKSOC,BUSING,LIBCOM,NATSPAC,CANADA,NATHEAL,WIRTAP,RACPRES,NATAID,NATFARE,LIBHOMO,ABRAPE,ABSINGLE,ENGLAND,WORDB,INCOME,NATEDUC,ABPOOR,SPKHOMO,CONJUDGE,WORDI,HOMOSEX,ABNOMORE,RUSSIA,POLVIEWS,WORDA,JAPAN,LIBSOC,NATCRIME,CAPPUN,COLHOMO,DIVLAW,COLSOC,NATDRUG,CHINA,COLCOM,NATARMS,NATRACE,WORDJ,NATENVIR,ISRAEL,WORDF,CONINC,EGYPT,REALINC,WRKSLF,INCDEF,ISCO68,OCC,PRESTIGE,INDUSTRY,DOTDATA,DOTGED,DOTPEOP,DOTPRES,DOTSVP,DOTTHNG,WORDG,CONSCI,WORDE,UNRELAT,MADEG,RACHOME,AGEWED,MARCOHRT,PAWRKSLF,RACDIN,RACFEW,PAISCO68,PAOCC16,PAPRES16,PAIND16,RACMAR,MAWORK,BRAZIL,PADOTDAT,PADOTGED,PADOTPEO,PADOTPRE,PADOTSVP,PADOTTHN,RACLIVE,NATCITY,MAEDUC,SATJOB,WORDH,RACHAF,ETHNIC,DIVORCE,WORDC,PADEG,PAEDUC,SPWRKSTA,WKSUB,SPREL,HAPMAR,SPDEG,SPREL16,SPEDUC,SPFUND,SPFUND16,WKSUP,PRES72,DENOM16,SPWRKSLF,SPISCO68,SPOCC,SPPRES,SPIND,DENOM,SPDOTDAT,SPDOTGED,SPDOTPEO,SPDOTPRE,SPDOTSVP,SPDOTTHN,RINCOME,RACMOST,CONRINC,REALRINC,WKSUBS,RICHWORK,HRS1,PRAYER,FEPOLY,PRAYERY,SPDEN16,SPDEN,FEPOL,COURTS,EVWORK,SPHRS1,MAWK16,MAWKBABY,RACCLOS,RACDIS,RACINTEG,COURTSY,WKSUPS,SPEVWORK,IF72WHO,FAMDIF16,VETKIND,CHLDNUM,CHLDSOON,OTHER,OTH16,SPOTHER,SPOTH16,HRS2,SPHRS2
,1,3940,1,3,1,38,25,9470,3,1,7210,1,3,1,42,43,6180,3,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,27.0,35.3,-1.0,-1.0,29.1,29.7,-1.0,-1.0,23.1,43.6,-1.0,-1.0,7,1,1.000,10,1,1.0000,1,6,6,149,2,2,2,3,4,1,1.00,0.93,1.00,3,1974,0,1,3,9,1,2,0,2,0,1,2,1,0,2,4,2,11,4,1,1,0,1,1,1,1,2,1,1,1,1,2,2,54,1920,3,3,4,2,2,4,2,1,3,3,2,2,3,2,1,1,1,2,2,1,1,2,4,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,7,1,2,2,0,1,1,1,2,3,2,1,5,4,1,2,1,2,2,5,1,2,2,1,2,1,1,1,2,1,1,2,8,1,1,1,1,2,1,8,4,1,1,2,2,3,0,2,1,1,3,3,2,1,2,5,1,4,1,9,1,2,1,1,2,9,6,0,6,2,2,1,4,3,4,2,9,5,2,2,0,2,4,1,15198,6,11103,2,5,9891,960,24,937,6.29,2.23,6.29,15.0,2.54,7.43,0,1,1,0,0,2,19,1939,0,3,2,0,0,0,0,2,0,-1,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,2,98,1,0,2,0,2,0,7,97,5,1,1,1,1,1,12,1,1,2,0,18,2,8430,473,37,408,18,2.35,3.79,7.86,36.6,6.66,1.41,2,1,6754,4935,3,1,15,2,0,0,18,18,2,2,0,-1,0,0,0,0,0,0,0,1,8,1,-1,0,-1,0,0,0,0,-1,-1
,1,4810,1,3,1,47,61,6990,3,1,3255,1,3,1,64,87,7580,3,1,6050,1,3,1,27,18,180,3,1,0,0,1,1,0,0,0,1,1,57.8,84.2,14.0,-1.0,75.9,97.8,14.1,-1.0,54.7,80.3,7.7,-1.0,1,1,1.000,11,1,1.0000,2,6,6,149,2,1,1,301,2,5,1.00,0.93,1.00,1,1974,0,1,1,15,2,2,0,2,0,1,4,4,0,2,8,2,6,1,2,2,0,1,1,2,2,1,1,1,1,2,2,2,89,1885,3,1,3,3,2,2,4,1,1,3,1,4,3,2,1,1,1,1,1,0,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,7,2,2,2,5,1,1,1,2,5,3,1,2,4,2,2,1,2,2,5,2,2,2,1,3,1,2,2,2,2,1,2,1,2,2,1,0,1,1,1,5,1,2,1,2,3,4,1,2,1,3,1,1,2,2,9,1,4,8,2,2,2,1,1,2,9,4,0,9,2,1,1,5,2,5,1,9,5,3,1,0,1,9,1,15198,9,11103,2,5,4410,265,47,717,1.86,4.21,5.65,49.7,6.18,8.00,1,2,9,0,0,0,16,1901,1,0,0,6110,801,41,17,0,2,6,1.68,3.84,7.97,30.9,6.62,1.51,0,1,0,0,0,0,1,2,1,0,0,7,0,1,1,1,1,14,1,1,0,2,18,1,710,926,42,769,18,4.67,3.59,7.00,43.3,5.17,8.00,0,0,0,0,0,0,-1,2,0,0,18,18,1,2,1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,9230,1,3,1,45,46,6080,3,1,4230,1,3,1,25,14,9290,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,50.0,12.6,-1.0,-1.0,38.5,17.3,-1.0,-1.0,70.7,4.5,-1.0,-1.0,7,2,1.000,12,1,1.0000,2,6,6,149,2,1,1,301,2,5,1.00,0.93,1.00,1,1974,0,1,1,12,2,2,0,2,0,1,4,7,0,2,5,2,5,1,1,3,0,1,1,1,3,1,2,1,1,1,2,2,71,1903,3,1,7,1,2,7,3,1,1,6,2,3,2,2,1,1,1,2,1,0,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,2,2,2,2,1,2,1,1,5,4,3,2,1,1,2,3,3,2,5,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,5,3,2,2,1,3,9,1,2,1,3,1,1,1,1,9,0,99,2,1,2,1,1,1,2,9,2,1,9,1,1,1,5,2,5,1,9,4,1,2,9,1,9,1,0,9,0,2,0,9840,712,35,407,6.30,2.91,7.72,35.7,3.97,4.28,9,3,1,0,0,0,26,1929,0,0,0,0,0,0,0,0,0,9,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,1,5,0,9,0,1,1,9,7,97,7,0,1,1,1,1,14,1,1,0,0,18,2,5400,984,18,769,18,6.96,2.77,7.21,11.4,2.76,7.77,0,0,0,0,0,0,-1,0,1,1,18,60,0,0,1,-1,0,0,0,0,0,2,0,1,1,2,-1,0,-1,0,0,38,0,-1,-1
,1,4000,1,3,1,50,58,8680,3,1,9510,1,3,1,47,53,2770,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,32.6,38.8,-1.0,-1.0,47.4,22.7,-1.0,-1.0,22.2,60.7,-1.0,-1.0,5,1,1.000,13,1,1.0000,2,6,6,149,2,4,2,301,2,7,1.00,0.93,1.00,1,1974,0,1,5,1,2,2,2,6,2,1,3,6,0,1,2,1,11,1,1,3,0,1,1,2,3,2,2,2,2,2,6,2,27,1947,1,3,4,4,2,2,3,2,2,1,2,1,3,1,9,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,7,2,2,2,8,1,1,1,1,5,4,1,2,3,8,2,1,2,1,6,1,2,1,1,8,1,2,2,3,2,3,1,1,2,2,1,1,2,1,3,5,3,2,2,1,3,0,1,2,1,3,1,1,2,2,1,1,4,2,2,2,2,1,1,2,5,4,1,5,1,1,2,5,1,5,1,6,4,1,1,0,3,5,1,15198,4,11103,2,3,5520,912,26,669,3.28,3.60,7.68,30.2,6.40,1.64,9,3,1,0,0,0,22,1969,0,0,0,0,0,0,0,0,9,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,2,7,3,9,0,1,2,9,7,97,4,0,1,3,0,1,3,1,1,0,0,18,2,9730,424,39,197,18,6.89,2.84,8.00,31.8,4.56,2.91,0,0,0,0,0,0,-1,2,0,0,18,18,2,1,1,-1,0,0,0,0,0,0,0,0,5,2,-1,0,-1,0,0,0,0,-1,-1
,1,5510,1,3,1,29,18,4970,3,1,9130,1,3,1,35,29,9090,3,1,6050,1,3,1,27,18,180,3,1,0,0,1,1,0,0,0,1,1,39.9,32.0,14.0,-1.0,46.1,25.4,14.1,-1.0,39.7,39.4,7.7,-1.0,8,2,1.000,14,1,1.0000,2,6,6,149,2,4,2,301,2,7,1.00,0.93,1.00,1,1974,1,1,4,12,2,2,0,5,3,1,4,4,0,1,5,2,12,1,3,2,0,1,1,2,3,2,1,1,1,2,3,2,30,1944,2,3,3,3,2,1,3,1,3,4,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,6,2,2,2,0,1,1,4,2,5,1,3,4,2,2,1,2,2,1,5,1,1,1,1,3,1,2,2,1,2,1,2,1,3,2,1,1,1,1,2,5,4,2,1,2,3,9,1,2,1,3,1,2,2,2,-1,1,98,1,2,2,3,1,1,2,9,4,1,9,2,1,2,5,1,5,1,9,4,3,1,9,1,1,1,0,0,0,2,0,3701,333,19,798,6.31,2.14,7.25,16.7,2.27,7.65,9,8,9,0,0,0,21,1965,1,0,0,6110,801,41,17,0,0,-1,1.68,3.84,7.97,30.9,6.62,1.51,0,1,0,1,0,0,1,2,9,0,3,1,1,1,2,0,1,11,1,1,2,1,18,2,9853,705,28,219,18,4.68,2.90,6.45,30.5,4.09,5.84,0,0,0,0,3,0,-1,0,1,1,18,18,0,0,1,40,0,0,0,0,0,2,0,0,0,5,-1,3,2,0,0,0,0,-1,-1
,1,4020,1,3,1,33,24,8680,3,1,0,0,1,1,0,0,0,1,1,7950,1,3,1,40,32,2670,3,1,0,0,1,1,0,0,0,1,1,13.6,-1.0,22.9,-1.0,22.3,-1.0,19.3,-1.0,4.1,-1.0,22.1,-1.0,1,2,1.000,15,5,1.0000,2,6,6,149,2,1,2,301,2,1,1.00,0.93,1.00,1,1974,1,1,1,6,2,2,2,8,2,1,1,1,2,1,2,2,14,1,2,6,0,1,2,1,1,2,1,1,1,2,2,2,22,1952,3,1,1,0,2,2,9,2,1,3,2,5,3,2,2,1,1,2,1,4,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,7,1,2,2,0,1,1,1,2,4,1,2,3,5,1,1,1,2,1,5,2,1,2,1,3,1,1,2,3,1,1,1,1,3,1,1,1,2,1,1,4,4,1,1,2,3,0,1,2,1,3,1,2,2,2,5,1,11,1,2,1,2,0,1,2,8,6,1,9,2,1,1,4,1,4,1,9,4,3,1,0,1,9,1,75988,8,55515,2,7,5520,912,26,669,3.28,3.60,7.68,30.2,6.40,1.64,9,3,1,0,0,0,0,0,2,0,0,7940,612,26,147,0,2,5,6.63,2.58,7.98,27.4,3.58,4.06,0,1,10,1,0,0,1,0,9,0,8,0,1,0,0,7,0,97,0,0,9,0,28,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,0,6754,4935,3,2,40,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,1,9,0,1,0,-1,0,-1,0,0,0,0,-1,-1
,1,7810,1,3,1,28,19,4970,3,1,5260,1,3,1,36,26,770,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,18.8,35.3,-1.0,-1.0,16.9,57.1,-1.0,-1.0,14.9,21.1,-1.0,-1.0,5,1,1.000,16,1,1.0000,1,6,6,184,2,1,1,2,5,1,1.00,0.93,1.00,10,1974,1,1,1,2,1,2,1,3,0,1,1,2,0,2,7,2,12,4,2,2,0,2,2,1,1,1,1,1,2,2,1,1,23,1951,1,1,4,1,2,3,2,1,1,3,2,3,2,2,1,1,1,2,2,2,1,2,1,1,2,1,3,2,1,2,2,2,3,1,2,2,2,2,2,2,2,7,2,2,2,2,1,1,1,2,5,3,1,4,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,3,5,3,2,2,1,2,1,2,2,1,3,2,1,1,2,0,0,9,2,1,2,1,0,1,2,9,4,0,4,1,1,1,5,2,5,1,8,4,1,2,0,1,2,0,42215,7,30841,2,6,7731,631,32,628,6.18,3.07,7.67,36.2,5.90,4.42,0,1,9,0,1,2,18,1969,0,2,2,0,0,0,0,1,9,3,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,1,8,12,2,0,2,0,2,9,7,97,1,1,1,1,1,1,12,1,1,2,0,60,2,3951,325,30,67,18,3.06,3.17,7.76,34.9,3.48,8.00,7,1,25329,18505,3,1,40,2,0,0,18,18,2,2,0,40,0,0,2,4,2,0,0,0,2,2,-1,1,1,0,12,0,0,-1,-1
,1,205,1,3,1,46,58,170,3,1,9640,1,3,1,22,13,4970,3,1,205,1,3,1,46,58,170,3,1,0,0,1,1,0,0,0,1,1,39.9,14.8,39.9,-1.0,45.2,16.5,45.2,-1.0,40.3,7.8,40.3,-1.0,4,1,1.000,17,1,1.0000,1,6,6,184,2,2,1,2,5,5,1.00,0.93,1.00,10,1974,0,1,3,3,2,2,0,2,0,1,7,2,0,2,7,2,8,4,1,2,0,2,1,1,4,3,2,1,2,2,2,1,63,1911,1,3,7,2,2,2,1,1,3,3,2,2,4,2,2,1,3,1,1,1,1,1,4,1,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,7,2,2,2,7,1,1,1,2,2,1,5,3,4,1,2,2,3,1,4,1,1,2,1,2,2,3,1,3,2,2,1,1,3,1,1,1,2,1,3,5,1,1,2,1,2,0,1,1,2,3,1,1,1,2,0,1,4,1,2,2,3,1,1,2,7,4,0,8,1,1,1,5,2,4,1,9,5,1,2,0,3,1,1,15198,7,11103,1,5,6110,801,41,17,1.68,3.84,7.97,30.9,6.62,1.51,0,8,0,0,7,2,21,1932,1,1,2,6110,801,41,17,1,0,1,1.68,3.84,7.97,30.9,6.62,1.51,1,3,97,0,0,2,0,2,0,9,98,1,1,1,3,0,1,8,1,1,2,2,18,2,7790,634,19,628,18,6.93,2.04,8.00,27.3,2.14,6.43,0,2,0,0,3,0,-1,2,0,0,18,18,2,1,1,36,0,0,1,4,2,0,0,0,0,1,-1,0,-1,0,0,0,0,-1,-1
,1,205,1,3,1,46,58,170,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,39.9,-1.0,-1.0,-1.0,45.2,-1.0,-1.0,-1.0,40.3,-1.0,-1.0,-1.0,5,2,1.000,18,1,1.0000,1,6,6,184,2,1,1,2,5,5,1.00,1.40,1.00,10,1974,0,1,1,4,2,3,0,3,0,1,7,3,0,2,4,2,0,4,1,2,1,1,1,2,4,1,2,1,1,2,4,1,80,1894,1,1,5,3,2,4,1,1,1,1,8,3,2,2,2,1,3,2,8,0,2,1,4,1,2,1,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,7,2,2,2,0,1,1,1,1,4,1,3,2,5,1,2,1,2,2,1,1,1,8,1,3,1,1,1,2,2,1,1,1,2,2,1,0,1,2,8,5,1,8,2,1,3,0,1,2,2,3,2,1,1,2,0,9,2,2,8,2,2,1,1,2,9,8,0,9,8,1,2,5,2,5,1,9,4,1,2,9,2,0,9,6754,0,4935,1,3,6110,801,41,17,1.68,3.84,7.97,30.9,6.62,1.51,9,8,0,0,0,2,23,1917,0,1,1,0,0,0,0,1,9,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,1,8,98,0,0,0,0,2,0,7,97,7,0,1,1,0,1,5,1,1,0,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,0,0,0,0,0,-1,0,8,3,18,18,0,0,1,-1,0,0,1,4,2,2,0,2,3,1,4,0,-1,0,0,0,0,-1,-1
,1,4610,1,3,1,48,44,9290,3,1,0,0,1,1,0,0,0,1,1,6050,1,3,1,27,18,170,3,1,0,0,1,1,0,0,0,1,1,20.1,-1.0,14.0,-1.0,38.4,-1.0,14.1,-1.0,6.9,-1.0,7.7,-1.0,1,1,1.000,19,2,1.0000,1,6,6,184,2,2,2,2,5,5,1.00,0.93,1.00,10,1974,0,1,3,8,2,2,0,4,2,1,7,2,0,2,4,2,8,4,1,2,0,1,2,2,4,2,2,1,1,2,7,1,71,1903,3,1,7,4,2,4,4,1,3,4,2,3,3,2,1,1,3,8,1,1,1,1,4,1,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,2,2,2,5,2,1,1,1,5,4,2,3,1,1,2,1,2,2,1,1,1,2,1,6,3,3,2,8,2,2,2,1,2,2,2,0,1,1,2,5,1,2,2,1,3,7,1,1,2,3,2,1,1,1,2,0,98,2,1,8,3,0,1,2,8,7,0,0,1,1,1,5,3,5,1,6,4,2,8,0,1,9,1,0,2,0,2,0,5400,984,18,769,6.96,2.77,7.21,11.4,2.76,7.77,0,8,0,0,0,2,18,1921,1,1,2,6110,801,41,17,1,2,3,1.68,3.84,7.97,30.9,6.62,1.51,1,8,98,0,0,2,0,2,0,0,98,0,0,0,0,7,0,97,0,0,0,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,2,0,0,0,0,-1,2,0,0,0,0,1,2,1,-1,0,0,1,3,2,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,0,0,1,1,0,0,0,1,1,205,1,3,1,46,58,170,3,1,205,1,3,1,46,58,170,3,1,0,0,1,1,0,0,0,1,1,-1.0,39.9,39.9,-1.0,-1.0,45.2,45.2,-1.0,-1.0,40.3,40.3,-1.0,1,2,1.000,20,1,1.0000,2,6,6,184,2,5,2,2,5,7,1.00,0.93,1.00,10,1974,0,1,1,7,2,2,0,7,2,1,7,2,3,2,7,2,10,1,2,2,0,1,2,1,4,7,2,1,2,2,4,1,48,1926,3,3,3,8,2,7,3,1,2,1,2,1,2,2,1,1,1,1,2,0,1,1,2,1,2,3,3,2,2,2,1,1,3,1,2,2,2,2,2,2,2,7,2,2,2,4,1,2,1,1,4,2,1,5,3,8,2,3,1,2,3,1,2,2,1,8,3,1,8,3,2,1,3,1,3,1,2,0,8,2,2,5,1,2,2,1,3,0,1,2,1,3,1,1,2,2,-1,1,2,1,2,2,3,0,1,2,9,2,1,-1,1,1,2,5,2,5,1,0,4,1,1,0,1,0,1,6754,-1,4935,0,3,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,3,0,0,0,0,17,1943,2,0,0,6110,801,41,17,0,2,-1,1.68,3.84,7.97,30.9,6.62,1.51,0,1,9,9,0,0,1,2,0,0,6,5,0,1,1,0,9,1,1,9,0,1,18,2,6110,801,41,17,18,1.68,3.84,7.97,30.9,6.62,1.51,0,0,0,0,0,0,-1,0,3,1,0,18,0,0,2,-1,0,0,0,0,0,8,0,1,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,8640,1,3,1,31,22,1070,3,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,48.8,-1.0,-1.0,-1.0,46.9,-1.0,-1.0,-1.0,60.9,-1.0,-1.0,-1.0,5,2,1.000,21,5,1.0000,2,6,6,184,2,7,1,37,5,1,1.00,0.93,1.00,7,1974,0,1,1,4,1,2,0,7,3,1,3,4,2,2,1,2,8,1,0,2,0,1,2,3,3,1,2,1,1,2,2,2,25,1949,1,1,7,0,2,4,4,2,3,1,2,3,1,2,2,1,1,2,1,1,2,1,4,1,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,2,2,2,7,3,2,1,1,1,3,5,2,4,2,2,3,3,2,5,2,2,1,2,5,2,3,2,3,1,3,1,1,2,2,2,1,1,2,3,5,3,1,2,2,3,-1,1,2,1,1,1,2,1,2,-1,1,4,1,2,1,3,1,1,2,9,4,0,9,2,1,2,4,1,4,1,-1,5,2,1,0,1,-1,1,15198,-1,11103,2,3,8340,690,32,297,6.22,2.51,7.78,26.4,3.88,4.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,1,4,1,0,0,1,0,0,7,97,0,2,0,0,7,0,97,0,0,2,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,4,0,15198,11103,0,1,40,0,2,3,0,0,0,0,0,-1,1,1,0,0,0,8,0,0,8,1,-1,0,-1,0,0,0,0,-1,-1
,1,6440,1,3,1,43,50,770,3,1,0,0,1,1,0,0,0,1,1,6050,1,3,1,27,18,170,3,1,0,0,1,1,0,0,0,1,1,36.2,-1.0,14.0,-1.0,27.8,-1.0,14.1,-1.0,47.7,-1.0,7.7,-1.0,1,2,1.000,22,2,1.0000,2,6,6,184,2,2,1,37,5,5,1.00,0.47,1.00,7,1974,0,1,2,4,2,1,0,1,0,1,5,4,0,2,3,2,12,1,0,3,0,1,1,2,4,3,2,1,2,2,2,1,72,1902,1,1,6,7,2,6,3,2,3,5,1,3,3,2,2,1,1,8,1,0,1,1,4,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,9,2,2,2,0,1,2,1,1,9,9,9,9,9,2,2,1,2,2,6,1,2,2,2,6,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,5,1,1,1,1,2,0,2,2,1,2,1,1,1,1,9,1,2,2,1,2,2,1,1,2,9,6,1,0,1,2,2,5,2,4,2,2,4,2,1,9,2,-1,0,6754,-1,4935,2,4,9595,751,17,607,6.89,2.25,7.98,20.5,3.32,5.30,1,2,1,-1,0,0,27,1929,2,0,0,6210,822,18,17,0,2,-1,6.61,2.53,7.97,10.8,3.75,4.74,0,2,3,0,9,0,1,2,0,0,6,0,0,0,0,7,0,97,0,0,0,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,-1,0,0,0,0,0,3,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,6050,1,3,1,27,18,170,3,1,0,0,1,1,0,0,0,1,1,6050,1,3,1,27,18,170,3,1,0,0,1,1,0,0,0,1,1,14.0,-1.0,14.0,-1.0,14.1,-1.0,14.1,-1.0,7.7,-1.0,7.7,-1.0,8,1,1.000,23,2,1.0000,2,6,6,184,2,5,2,37,5,7,1.00,0.47,1.00,7,1974,0,1,2,5,2,1,0,1,0,1,5,4,0,2,2,2,3,1,0,2,0,1,1,3,4,2,2,2,2,2,2,2,73,1901,3,1,6,1,2,2,4,2,1,5,1,1,1,2,1,1,1,2,1,0,1,2,4,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,1,2,2,1,1,2,1,1,3,1,5,4,2,2,2,1,2,2,1,1,2,1,1,3,2,3,2,1,2,2,1,1,2,2,1,0,1,2,2,4,1,1,1,2,3,-1,2,2,1,3,1,1,2,2,-1,1,2,1,2,2,2,0,1,2,-1,6,0,-1,2,3,2,5,3,4,3,-1,5,3,1,0,2,-1,0,6754,-1,4935,2,4,6210,822,18,17,6.61,2.53,7.97,10.8,3.75,4.74,0,2,9,-1,0,0,17,1918,2,0,0,6210,822,18,17,0,0,-1,6.61,2.53,7.97,10.8,3.75,4.74,0,8,0,2,0,0,1,2,0,0,1,0,0,0,0,7,0,97,0,0,0,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,0,0,0,0,0,-1,2,0,0,0,0,1,2,1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,-1,-1
,1,0,0,1,1,0,0,0,1,1,9130,1,3,1,35,29,6170,3,1,6260,1,3,1,28,23,770,3,1,0,0,1,1,0,0,0,1,1,-1.0,32.0,25.2,-1.0,-1.0,25.4,20.4,-1.0,-1.0,39.4,26.6,-1.0,1,2,1.000,24,1,1.0000,2,6,6,184,2,3,2,37,5,7,1.00,0.93,1.00,7,1974,0,1,4,8,2,2,2,5,1,1,1,2,0,2,4,2,8,3,0,3,0,1,2,1,1,5,2,1,2,2,4,1,31,1943,1,3,5,3,2,1,1,2,1,5,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,2,5,4,2,1,3,1,2,1,3,2,5,1,2,2,1,4,1,1,1,2,2,1,1,2,3,2,1,1,1,1,2,5,1,1,2,1,3,-1,1,2,1,1,2,1,1,2,-1,1,5,2,1,2,3,1,1,2,-1,3,0,-1,2,1,2,5,2,4,1,-1,4,2,1,0,1,-1,1,18575,-1,13570,0,4,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,1,1,0,0,0,15,1958,2,0,0,9595,751,17,67,0,1,-1,6.89,2.25,7.98,20.5,3.32,5.30,0,1,4,9,0,0,0,2,0,0,0,1,1,1,1,0,1,10,1,1,2,0,18,2,9852,715,32,429,28,6.87,2.94,7.95,29.1,3.33,3.13,0,0,0,0,3,0,-1,0,1,1,18,18,0,0,2,60,1,1,0,0,0,2,0,0,2,0,-1,0,-1,0,0,0,0,-1,-1
